tax_id	Org_name	GeneID	CurrentID	Status	Symbol	Aliases	description	other_designations	map_location	chromosome	genomic_nucleotide_accession.version	start_position_on_the_genomic_accession	end_position_on_the_genomic_accession	orientation	exon_count	OMIM	
312309	Vibrio fischeri ES114	3280679	0	live	bcsG	VF_A0887, VFA0887	hypothetical protein			II	NC_006841.2	1005530	1007158	plus	0		
312309	Vibrio fischeri ES114	3280881	0	live	bcsZ	VF_A0882, VFA0882	endo-1,4-D-glucanase			II	NC_006841.2	996424	997602	minus	0		
312309	Vibrio fischeri ES114	3280945	0	live	binK	VF_A0360, VFA0360	biofilm inhibitor kinase BinK			II	NC_006841.2	404218	406812	plus	0		
312309	Vibrio fischeri ES114	3280413	0	live	bioA	VF_A0748, VFA0748	adenosylmethionine-8-amino-7-oxononanoate aminotransferase			II	NC_006841.2	845249	846529	plus	0		
312309	Vibrio fischeri ES114	6175909	0	live	bioB	VF_A1189	biotin synthase			II	NC_006841.2	844068	845120	minus	0		
312309	Vibrio fischeri ES114	3280399	0	live	bioC	VF_A0746, VFA0746	biotin biosynthesis protein BioC			II	NC_006841.2	842105	842926	minus	0		
312309	Vibrio fischeri ES114	3280456	0	live	bioD	VF_A0745, VFA0745	dithiobiotin synthetase			II	NC_006841.2	841432	842112	minus	0		
312309	Vibrio fischeri ES114	3280394	0	live	bioF	VF_A0747, VFA0747	8-amino-7-oxononanoate synthase			II	NC_006841.2	842933	844084	minus	0		
312309	Vibrio fischeri ES114	3280634	0	live	blc	VF_A0842, VFA0842	outer membrane lipoprotein (lipocalin)			II	NC_006841.2	951297	951827	minus	0		
312309	Vibrio fischeri ES114	6175931	0	live	cep	VF_A1184	Cep			II	NC_006841.2	662694	662939	minus	0		
312309	Vibrio fischeri ES114	3279837	0	live	cfa	VF_A0760, VFA0760	cyclopropane fatty acyl phospholipid synthase			II	NC_006841.2	856484	857740	minus	0		
312309	Vibrio fischeri ES114	3280182	0	live	cheV2	VF_A0802, VFA0802	chemotaxis protein CheW			II	NC_006841.2	901391	902332	minus	0		
312309	Vibrio fischeri ES114	3280795	0	live	cheV3	VF_A0698, VFA0698	chemotaxis protein CheW			II	NC_006841.2	774346	775242	plus	0		
312309	Vibrio fischeri ES114	3280410	0	live	chrR	VF_A0765, VFA0765	zinc-binding anti-sigmaE4 factor ChrR			II	NC_006841.2	861034	861717	minus	0		
312309	Vibrio fischeri ES114	3280322	0	live	cmtA	VF_A0061, VFA0061	fused mannitol-specific PTS enzymes: IIB component/IIC component			II	NC_006841.2	66130	67527	plus	0		
312309	Vibrio fischeri ES114	3280829	0	live	cmtB	VF_A0060, VFA0060	mannitol-specific enzyme IIA component of PTS			II	NC_006841.2	65673	66116	plus	0		
312309	Vibrio fischeri ES114	3280097	0	live	cobQ	VF_A0289, VFA0289	cobyric acid synthase			II	NC_006841.2	321185	322690	plus	0		
312309	Vibrio fischeri ES114	3279991	0	live	creA	VF_A0503, VFA0503	CreA family protein			II	NC_006841.2	578216	578728	minus	0		
312309	Vibrio fischeri ES114	3279994	0	live	cspG	VF_A1094, VFA1094	DNA-binding transcriptional regulator			II	NC_006841.2	1233192	1233401	minus	0		
312309	Vibrio fischeri ES114	3280064	0	live	cusA	VF_A0445, VFA0445	copper/silver efflux system, membrane component			II	NC_006841.2	509606	512725	plus	0		
312309	Vibrio fischeri ES114	3280590	0	live	cusB	VF_A0444, VFA0444	copper/silver efflux system, membrane fusion protein			II	NC_006841.2	508140	509609	plus	0		
312309	Vibrio fischeri ES114	3279880	0	live	cusC	VF_A0443, VFA0443	copper/silver resistance outer membrane protein			II	NC_006841.2	506795	508129	plus	0		
312309	Vibrio fischeri ES114	3279906	0	live	cusF	VF_A0446, VFA0446	copper-binding protein			II	NC_006841.2	512823	513329	plus	0		
312309	Vibrio fischeri ES114	3280255	0	live	cusR	VF_A0179, VFA0179	DNA-binding response regulator in two-component regulatory system with CusS			II	NC_006841.2	201590	202270	minus	0		
312309	Vibrio fischeri ES114	3280942	0	live	cusS	VF_A0178, VFA0178	sensory histidine kinase in two-component regulatory system with CusR, senses copper ions			II	NC_006841.2	200245	201585	minus	0		
312309	Vibrio fischeri ES114	3280935	0	live	dbpA	VF_A0154, VFA0154	ATP-dependent RNA helicase DbpA			II	NC_006841.2	171540	172928	minus	0		
312309	Vibrio fischeri ES114	3280446	0	live	ddl	VF_A0570, VFA0570	D-alanyl-alanine synthetase A			II	NC_006841.2	655406	656398	plus	0		
312309	Vibrio fischeri ES114	3280295	0	live	deaD	VF_A0384, VFA0384	ATP-dependent RNA helicase			II	NC_006841.2	434104	436008	plus	0		
312309	Vibrio fischeri ES114	3280648	0	live	deoD2	VF_A0402, VFA0402	purine nucleoside phosphorylase			II	NC_006841.2	456946	457656	minus	0		
312309	Vibrio fischeri ES114	3280781	0	live	deoD3	VF_A0968, VFA0968	purine nucleoside phosphorylase			II	NC_006841.2	1089718	1090437	plus	0		
312309	Vibrio fischeri ES114	3279971	0	live	dgsA	VF_A0496, VFA0496	DNA-binding transcriptional repressor			II	NC_006841.2	570908	572122	plus	0		
312309	Vibrio fischeri ES114	3280027	0	live	dmsA	VF_A0082, VFA0082	dimethyl sulfoxide reductase, anaerobic, subunit A			II	NC_006841.2	87897	90335	minus	0		
312309	Vibrio fischeri ES114	3280186	0	live	dmsC	VF_A0080, VFA0080	dimethyl sulfoxide reductase, anaerobic, subunit C			II	NC_006841.2	86425	87270	minus	0		
312309	Vibrio fischeri ES114	3280028	0	live	dmsD	VF_A0083, VFA0083	twin-argninine leader-binding protein for DmsA and TorA			II	NC_006841.2	90671	91255	plus	0		
312309	Vibrio fischeri ES114	3280375	0	live	ebgA	VF_A0347, VFA0347	cryptic beta-D-galactosidase subunit alpha			II	NC_006841.2	385181	388282	minus	0		
312309	Vibrio fischeri ES114	3280114	0	live	ebgC	VF_A0346, VFA0346	cryptic beta-D-galactosidase subunit beta			II	NC_006841.2	384729	385181	minus	0		
312309	Vibrio fischeri ES114	3280166	0	live	ebgR	VF_A0348, VFA0348	DNA-binding transcriptional repressor EbgR			II	NC_006841.2	388632	389627	minus	0		
312309	Vibrio fischeri ES114	3280247	0	live	ectA	VF_A1122, VFA1122	L-2,4-diaminobutyric acid acetyltransferase			II	NC_006841.2	1260854	1261411	plus	0		
312309	Vibrio fischeri ES114	3280243	0	live	ectB	VF_A1123, VFA1123	diaminobutyrate--2-oxoglutarate aminotransferase			II	NC_006841.2	1261432	1262697	plus	0		
312309	Vibrio fischeri ES114	3281015	0	live	ectC	VF_A1124, VFA1124	L-ectoine synthase			II	NC_006841.2	1262712	1263098	plus	0		
312309	Vibrio fischeri ES114	3280202	0	live	emrD	VF_A0153, VFA0153	multidrug resistance protein D			II	NC_006841.2	170231	171433	plus	0		
312309	Vibrio fischeri ES114	3280785	0	live	eptA	VF_A0210, VFA0210	metal dependent hydrolase			II	NC_006841.2	232903	234531	plus	0		
312309	Vibrio fischeri ES114	3281012	0	live	fdhF	VF_A0251, VFA0251, VFA0252	formate dehydrogenase-H			II	NC_006841.2	279815	283978	plus	0		
312309	Vibrio fischeri ES114	3280267	0	live	fecD	VF_A0972, VFA0972	KpLE2 phage-like element; iron-dicitrate transporter subunit			II	NC_006841.2	1093406	1094446	minus	0		
312309	Vibrio fischeri ES114	3280827	0	live	fecE	VF_A0971, VFA0971	vitamin B12 transport ATP-binding protein BtuD			II	NC_006841.2	1092630	1093409	minus	0		
312309	Vibrio fischeri ES114	3280084	0	live	fhuA	VF_A0784, VFA0784	ferrichrome outer membrane transporter			II	NC_006841.2	877714	879912	minus	0		
312309	Vibrio fischeri ES114	3280501	0	live	fhuB	VF_A0160, VFA0160	iron-hydroxamate transporter permease subunit			II	NC_006841.2	178557	180560	plus	0		
312309	Vibrio fischeri ES114	3280451	0	live	fhuC	VF_A0158, VFA0158	iron-hydroxamate transporter subunit			II	NC_006841.2	176797	177612	plus	0		
312309	Vibrio fischeri ES114	3280289	0	live	fhuD	VF_A0159, VFA0159	iron-hydroxamate transporter subunit			II	NC_006841.2	177651	178544	plus	0		
312309	Vibrio fischeri ES114	3280550	0	live	flp2	VF_A0218, VFA0218	fimbrial protein precursor Flp1			II	NC_006841.2	242789	243007	plus	0		
312309	Vibrio fischeri ES114	3280523	0	live	focA	VF_A0813, VFA0813	formate transporter			II	NC_006841.2	919440	920288	minus	0		
312309	Vibrio fischeri ES114	3280844	0	live	frcK	VF_A0064, VFA0064	fructose transport system kinase			II	NC_006841.2	69436	70170	plus	0		
312309	Vibrio fischeri ES114	3279864	0	live	fruA	VF_A0940, VFA0940	fused fructose-specific PTS enzymes: iibcomponent/IIC components			II	NC_006841.2	1060717	1062450	minus	0		
312309	Vibrio fischeri ES114	3280380	0	live	fruB	VF_A0942, VFA0942	bifunctional PTS system fructose-specific transporter subunit IIA/HPr protein			II	NC_006841.2	1063465	1064601	minus	0		
312309	Vibrio fischeri ES114	3280249	0	live	fruK	VF_A0941, VFA0941	fructose-1-phosphate kinase			II	NC_006841.2	1062481	1063461	minus	0		
312309	Vibrio fischeri ES114	3280702	0	live	fruR	VF_A0943, VFA0943	DNA-binding transcriptional regulator FruR			II	NC_006841.2	1064887	1065864	plus	0		
312309	Vibrio fischeri ES114	3280115	0	live	frwC	VF_A0713, VFA0713	enzyme IIC component of PTS			II	NC_006841.2	799136	801031	plus	0		
312309	Vibrio fischeri ES114	3280601	0	live	galE	VF_A0352, VFA0352	UDP-galactose-4-epimerase			II	NC_006841.2	394429	395439	plus	0		
312309	Vibrio fischeri ES114	3280981	0	live	galK	VF_A0355, VFA0355	galactokinase			II	NC_006841.2	396823	397977	plus	0		
312309	Vibrio fischeri ES114	3280986	0	live	galM	VF_A0356, VFA0356	aldose 1-epimerase			II	NC_006841.2	397987	399048	plus	0		
312309	Vibrio fischeri ES114	3279969	0	live	galR	VF_A0361, VFA0361	DNA-binding transcriptional repressor			II	NC_006841.2	406842	407840	minus	0		
312309	Vibrio fischeri ES114	3280038	0	live	galT	VF_A0353, VFA0353, VFA0354	galactose-1-phosphate uridylyltransferase			II	NC_006841.2	395577	396629	plus	0		
312309	Vibrio fischeri ES114	3280934	0	live	gatY	VF_A0989, VFA0989	tagatose-bisphosphate aldolase			II	NC_006841.2	1108505	1109359	minus	0		
312309	Vibrio fischeri ES114	3280506	0	live	gbpA	VF_A0143, VFA0143	N-acetylglucosamine-binding protein A			II	NC_006841.2	160600	162078	plus	0		
312309	Vibrio fischeri ES114	3280875	0	live	gcvH	VF_A0702, VFA0702	glycine cleavage system protein H			II	NC_006841.2	778596	778976	plus	0		
312309	Vibrio fischeri ES114	3280782	0	live	gcvP	VF_A0703, VFA0703	glycine dehydrogenase			II	NC_006841.2	779000	781867	plus	0		
312309	Vibrio fischeri ES114	3280817	0	live	gcvT	VF_A0700, VFA0700	glycine cleavage system protein T			II	NC_006841.2	776488	777606	minus	0		
312309	Vibrio fischeri ES114	3280164	0	live	ggt	VF_A0086, VFA0086	gamma-glutamyltranspeptidase			II	NC_006841.2	93153	94907	minus	0		
312309	Vibrio fischeri ES114	3280424	0	live	glgA	VF_A0805, VFA0805	glycogen synthase			II	NC_006841.2	904628	906127	minus	0		
312309	Vibrio fischeri ES114	3280626	0	live	glgB	VF_A0808, VFA0808	glycogen branching enzyme			II	NC_006841.2	908344	910491	minus	0		
312309	Vibrio fischeri ES114	3280602	0	live	glgC	VF_A0806, VFA0806	glucose-1-phosphate adenylyltransferase			II	NC_006841.2	906081	907298	minus	0		
312309	Vibrio fischeri ES114	3280539	0	live	glgX	VF_A0801, VFA0801	glycogen debranching enzyme			II	NC_006841.2	899076	901031	plus	0		
312309	Vibrio fischeri ES114	3280319	0	live	glnP	VF_A0392, VFA0392	amino acid ABC transporter permease			II	NC_006841.2	444041	444835	minus	0		
312309	Vibrio fischeri ES114	3281018	0	live	glpA	VF_A0250, VFA0250	sn-glycerol-3-phosphate dehydrogenase subunit A			II	NC_006841.2	277867	279519	minus	0		
312309	Vibrio fischeri ES114	3281005	0	live	glpB	VF_A0249, VFA0249	anaerobic glycerol-3-phosphate dehydrogenase subunit B			II	NC_006841.2	276503	277870	minus	0		
312309	Vibrio fischeri ES114	3281017	0	live	glpC	VF_A0248, VFA0248	sn-glycerol-3-phosphate dehydrogenase subunit C			II	NC_006841.2	275235	276506	minus	0		
312309	Vibrio fischeri ES114	3280276	0	live	glpD	VF_A0239, VFA0239	glycerol-3-phosphate dehydrogenase			II	NC_006841.2	265242	266789	plus	0		
312309	Vibrio fischeri ES114	3280519	0	live	glpF	VF_A0235, VFA0235	glycerol uptake facilitator protein GlpF			II	NC_006841.2	258428	259282	plus	0		
312309	Vibrio fischeri ES114	3280548	0	live	glpK	VF_A0236, VFA0236	glycerol kinase			II	NC_006841.2	259348	260862	plus	0		
312309	Vibrio fischeri ES114	3280693	0	live	glpQ	VF_A0958, VFA0958	glycerophosphoryl diester phosphodiesterase GlpQ (UgpQ)			II	NC_006841.2	1077007	1077750	minus	0		
312309	Vibrio fischeri ES114	3280545	0	live	glpR	VF_A0238, VFA0238	glycerol-3-phosphate regulon repressor protein GlpR			II	NC_006841.2	264297	265064	plus	0		
312309	Vibrio fischeri ES114	3280513	0	live	gltS	VF_A0507, VFA0507	glutamate transporter			II	NC_006841.2	581905	583128	minus	0		
312309	Vibrio fischeri ES114	3280212	0	live	gnd	VF_A0470, VFA0470	6-phosphogluconate dehydrogenase			II	NC_006841.2	540560	542008	plus	0		
312309	Vibrio fischeri ES114	3280861	0	live	guaC	VF_A0695, VFA0695	guanosine 5'-monophosphate oxidoreductase			II	NC_006841.2	771042	772085	minus	0		
312309	Vibrio fischeri ES114	3280801	0	live	guaD	VF_A0969, VFA0969	guanine deaminase			II	NC_006841.2	1090495	1091841	plus	0		
312309	Vibrio fischeri ES114	3280907	0	live	hcp	VF_A0863, VFA0863	hydroxylamine reductase			II	NC_006841.2	972161	973822	plus	0		
312309	Vibrio fischeri ES114	3280644	0	live	hcr	VF_A0864, VFA0864	HCP oxidoreductase, NADH-dependent			II	NC_006841.2	973917	974948	plus	0		
312309	Vibrio fischeri ES114	3279882	0	live	hdfR	VF_A1046, VFA1046	DNA-binding transcriptional regulator			II	NC_006841.2	1180303	1181172	plus	0		
312309	Vibrio fischeri ES114	3280287	0	live	hnoX	VF_A0071, VFA0071	heme nitric oxide and/or oxygen binding protein HNOX			II	NC_006841.2	74370	74903	plus	0		
312309	Vibrio fischeri ES114	3279925	0	live	hsdM	VF_A0535, VFA0535	DNA methylase M			II	NC_006841.2	610230	611711	plus	0		
312309	Vibrio fischeri ES114	3280867	0	live	htrB1	VF_A0687, VFA0687	lipid A biosynthesis lauroyl acyltransferase			II	NC_006841.2	760252	761187	minus	0		
312309	Vibrio fischeri ES114	3280078	0	live	hutC	VF_A0454, VFA0454	histidine utilization repressor			II	NC_006841.2	523147	523848	minus	0		
312309	Vibrio fischeri ES114	3279916	0	live	hutG	VF_A0452, VFA0452	formimidoylglutamase			II	NC_006841.2	520710	521762	minus	0		
312309	Vibrio fischeri ES114	3279917	0	live	hutH	VF_A0450, VFA0450	histidine ammonia-lyase			II	NC_006841.2	517423	518955	minus	0		
312309	Vibrio fischeri ES114	3280586	0	live	hutI	VF_A0453, VFA0453	imidazolonepropionase			II	NC_006841.2	521737	522963	minus	0		
312309	Vibrio fischeri ES114	3280072	0	live	hutU	VF_A0451, VFA0451	urocanate hydratase			II	NC_006841.2	518997	520691	minus	0		
312309	Vibrio fischeri ES114	3280315	0	live	hvnA	VF_A1095, VFA1095	halovibrin HvnA			II	NC_006841.2	1233751	1234653	minus	0		
312309	Vibrio fischeri ES114	3280498	0	live	hvnB	VF_A0144, VFA0144	halovibrin HvnB			II	NC_006841.2	162194	163132	minus	0		
312309	Vibrio fischeri ES114	3280125	0	live	hvnC	VF_A1105, VFA1105	halovibrin HvnC			II	NC_006841.2	1247564	1248442	plus	0		
312309	Vibrio fischeri ES114	3280055	0	live	intA	VF_A0548, VFA0548	phage family integrase			II	NC_006841.2	630681	631880	minus	0		
312309	Vibrio fischeri ES114	3280493	0	live	iucA	VF_A0161, VFA0161	aerobactin siderophore biosynthesis protein IucA			II	NC_006841.2	180709	182484	plus	0		
312309	Vibrio fischeri ES114	3279870	0	live	iucB	VF_A0162, VFA0162	aerobactin siderophore synthesis protein IucB			II	NC_006841.2	182477	183388	plus	0		
312309	Vibrio fischeri ES114	3280517	0	live	iucC	VF_A0163, VFA0163	aerobactin siderophore biosynthesis protein IucC			II	NC_006841.2	183388	185148	plus	0		
312309	Vibrio fischeri ES114	3279867	0	live	iucD	VF_A0164, VFA0164	aerobactin siderophore biosynthesis protein IucD			II	NC_006841.2	185177	186475	plus	0		
312309	Vibrio fischeri ES114	3279956	0	live	iutA	VF_A0165, VFA0165	ferric aerobactin receptor precursor IutA			II	NC_006841.2	186579	188753	plus	0		
312309	Vibrio fischeri ES114	3280053	0	live	katA	VF_A0009, VFA0009	hydroperoxidase HPII(III) (catalase) KatA			II	NC_006841.2	10816	12264	plus	0		
312309	Vibrio fischeri ES114	3280614	0	live	kbaZ	VF_A1005, VFA1005	tagatose 6-phosphate aldolase 1 subunit KbaZ			II	NC_006841.2	1128521	1129822	minus	0		
312309	Vibrio fischeri ES114	3280914	0	live	kbl	VF_A0418, VFA0418	2-amino-3-ketobutyrate CoA ligase			II	NC_006841.2	472244	473440	minus	0		
312309	Vibrio fischeri ES114	3280864	0	live	kdgK	VF_A0988, VFA0988	ketodeoxygluconokinase			II	NC_006841.2	1107446	1108408	minus	0		
312309	Vibrio fischeri ES114	3280845	0	live	kdsB	VF_A0427, VFA0427	3-deoxy-manno-octulosonate cytidylyltransferase			II	NC_006841.2	488434	489183	plus	0		
312309	Vibrio fischeri ES114	3280888	0	live	kduD	VF_A0997, VFA0997	2-deoxy-D-gluconate 3-dehydrogenase			II	NC_006841.2	1121725	1122480	minus	0		
312309	Vibrio fischeri ES114	3280887	0	live	kduI	VF_A0998, VFA0998	5-keto-4-deoxyuronate isomerase			II	NC_006841.2	1122550	1123380	minus	0		
312309	Vibrio fischeri ES114	3280032	0	live	lolC	VF_A0462, VFA0462	outer membrane-specific lipoprotein transporter subunit			II	NC_006841.2	531125	532333	plus	0		
312309	Vibrio fischeri ES114	3280013	0	live	lolD	VF_A0463, VFA0463	outer membrane-specific lipoprotein transporter subunit			II	NC_006841.2	532326	533042	plus	0		
312309	Vibrio fischeri ES114	3280076	0	live	lolE	VF_A0464, VFA0464	outer membrane-specific lipoprotein transporter subunit LolE			II	NC_006841.2	533042	534286	plus	0		
312309	Vibrio fischeri ES114	3280824	0	live	lpxK	VF_A0425, VFA0425	tetraacyldisaccharide 4'-kinase			II	NC_006841.2	487267	488253	plus	0		
312309	Vibrio fischeri ES114	3280241	0	live	lsrR	VF_A0400, VFA0400	transcriptional repressor			II	NC_006841.2	454430	455410	minus	0		
312309	Vibrio fischeri ES114	3280269	0	live	luxA	VF_A0921, VFA0921	luciferase alpha chain LuxA			II	NC_006841.2	1045277	1046344	minus	0		
312309	Vibrio fischeri ES114	3280712	0	live	luxB	VF_A0920, VFA0920	luciferase beta chain LuxB			II	NC_006841.2	1044286	1045266	minus	0		
312309	Vibrio fischeri ES114	3280765	0	live	luxC	VF_A0923, VFA0923	acyl-CoA reductase			II	NC_006841.2	1047306	1048745	minus	0		
312309	Vibrio fischeri ES114	3280304	0	live	luxD	VF_A0922, VFA0922	acyl transferase			II	NC_006841.2	1046367	1047290	minus	0		
312309	Vibrio fischeri ES114	3280669	0	live	luxE	VF_A0919, VFA0919	long-chain-fatty-acid ligase LuxE			II	NC_006841.2	1043077	1044207	minus	0		
312309	Vibrio fischeri ES114	3280675	0	live	luxG	VF_A0918, VFA0918	FMN reductase			II	NC_006841.2	1042357	1043067	minus	0		
312309	Vibrio fischeri ES114	3280753	0	live	luxI	VF_A0924, VFA0924	3-oxo-C6-HSL autoinducer synthesis protein LuxI			II	NC_006841.2	1048783	1049355	minus	0		
312309	Vibrio fischeri ES114	3280300	0	live	luxR	VF_A0925, VFA0925	LuxR family transcriptional regulator			II	NC_006841.2	1049571	1050323	plus	0		
312309	Vibrio fischeri ES114	3280075	0	live	luxT	VF_A0593, VFA0593	LuxT transcriptional regulator			II	NC_006841.2	677153	677614	minus	0		
312309	Vibrio fischeri ES114	3279950	0	live	malE	VF_A0799, VFA0799	maltose ABC transporter substrate-binding protein			II	NC_006841.2	896261	897445	minus	0		
312309	Vibrio fischeri ES114	3280388	0	live	malF	VF_A0798, VFA0798	maltose transporter membrane protein			II	NC_006841.2	894571	896115	minus	0		
312309	Vibrio fischeri ES114	3280001	0	live	malG	VF_A0797, VFA0797	maltose ABC transporter permease			II	NC_006841.2	893612	894502	minus	0		
312309	Vibrio fischeri ES114	3279993	0	live	malK	VF_A0800, VFA0800	maltose ABC transporter ATP-binding protein			II	NC_006841.2	897854	898963	plus	0		
312309	Vibrio fischeri ES114	3280149	0	live	malP	VF_A0810, VFA0810	maltodextrin phosphorylase			II	NC_006841.2	912778	915231	minus	0		
312309	Vibrio fischeri ES114	3280236	0	live	malQ	VF_A0809, VFA0809	4-alpha-glucanotransferase			II	NC_006841.2	910545	912761	minus	0		
312309	Vibrio fischeri ES114	3280532	0	live	malT	VF_A0811, VFA0811	transcriptional regulator MalT			II	NC_006841.2	915627	918332	plus	0		
312309	Vibrio fischeri ES114	3280561	0	live	manA	VF_A0710, VFA0710	mannose-6-phosphate isomerase			II	NC_006841.2	796471	797667	plus	0		
312309	Vibrio fischeri ES114	3280176	0	live	mfd	VF_A0460, VFA0459, VFA0460	transcription-repair coupling factor			II	NC_006841.2	526917	530372	minus	0		
312309	Vibrio fischeri ES114	3280835	0	live	mifB	VF_A0959, VFA0959	diguanylate cyclase (GGDEF), inhibitor of flagellar motility			II	NC_006841.2	1078131	1080101	minus	0		
312309	Vibrio fischeri ES114	3280826	0	live	mifC	VF_A0960, VFA0960	periplasmic protein that regulates MifA/B activity			II	NC_006841.2	1080098	1081120	minus	0		
312309	Vibrio fischeri ES114	3280466	0	live	modA	VF_A0290, VFA0290	molybdate ABC transporter, periplasmic molybdate-binding protein			II	NC_006841.2	322702	323439	plus	0		
312309	Vibrio fischeri ES114	3280010	0	live	modB	VF_A0291, VFA0291	molybdate ABC transporter permease protein			II	NC_006841.2	323436	324125	plus	0		
312309	Vibrio fischeri ES114	3280923	0	live	modC	VF_A0292, VFA0292	molybdate transporter ATP-binding protein			II	NC_006841.2	324129	325223	plus	0		
312309	Vibrio fischeri ES114	3280742	0	live	mogA	VF_A0565, VFA0565	molybdenum cofactor biosynthesis protein MogA			II	NC_006841.2	648528	649064	plus	0		
312309	Vibrio fischeri ES114	3280274	0	live	motA2	VF_A0186, VFA0186	flagellar motor protein MotA2			II	NC_006841.2	208548	209330	plus	0		
312309	Vibrio fischeri ES114	3280029	0	live	motB2	VF_A0187, VFA0187	flagellar motor protein MotB2			II	NC_006841.2	209331	209972	plus	0		
312309	Vibrio fischeri ES114	3280320	0	live	msbA	VF_A0424, VFA0424	lipid transporter ATP-binding/permease protein			II	NC_006841.2	485519	487267	plus	0		
312309	Vibrio fischeri ES114	3280183	0	live	mshC2	VF_A0079, VFA0079	MSHA pilin protein MshC			II	NC_006841.2	85529	86053	minus	0		
312309	Vibrio fischeri ES114	3280193	0	live	mshD2	VF_A0078, VFA0078	MshD protein			II	NC_006841.2	84985	85539	minus	0		
312309	Vibrio fischeri ES114	3280199	0	live	mshO2	VF_A0077, VFA0077	MshO protein			II	NC_006841.2	84191	84985	minus	0		
312309	Vibrio fischeri ES114	3280222	0	live	mshP2	VF_A0076, VFA0076	MshP protein			II	NC_006841.2	83785	84219	minus	0		
312309	Vibrio fischeri ES114	3280223	0	live	mshQ2	VF_A0075, VFA0075	MshQ protein			II	NC_006841.2	79398	83792	minus	0		
312309	Vibrio fischeri ES114	3280363	0	live	mukB	VF_A0432, VFA0432	fused chromosome partitioning protein: nucleotide hydrolase			II	NC_006841.2	493114	497580	plus	0		
312309	Vibrio fischeri ES114	3280217	0	live	mukE	VF_A0431, VFA0431	condesin subunit E			II	NC_006841.2	492374	493111	plus	0		
