tax_id	Org_name	GeneID	CurrentID	Status	Symbol	Aliases	description	other_designations	map_location	chromosome	genomic_nucleotide_accession.version	start_position_on_the_genomic_accession	end_position_on_the_genomic_accession	orientation	exon_count	OMIM	
312309	Vibrio fischeri ES114	3279237	0	live	aceE	VF_2181, VF2180, VF2181	pyruvate dehydrogenase, decarboxylase component E1, thiamin-binding			I	NC_006840.2	2450846	2453509	minus	0		
312309	Vibrio fischeri ES114	3277732	0	live	aceF	VF_2179, VF2179	dihydrolipoamide acetyltransferase			I	NC_006840.2	2448932	2450818	minus	0		
312309	Vibrio fischeri ES114	3277375	0	live	acfD	VF_0696, VF0696	accessory colonization factor AcfD-like protein			I	NC_006840.2	760321	765030	plus	0		
312309	Vibrio fischeri ES114	3278383	0	live	ackA	VF_0837, VF0837	acetate kinase			I	NC_006840.2	923664	924860	minus	0		
312309	Vibrio fischeri ES114	3279331	0	live	acnB	VF_2158, VF2158	aconitate hydratase B			I	NC_006840.2	2415543	2418083	minus	0		
312309	Vibrio fischeri ES114	3279032	0	live	acpP	VF_1739, VF1739	acyl carrier protein			I	NC_006840.2	1963175	1963408	minus	0		
312309	Vibrio fischeri ES114	3279383	0	live	acpS	VF_2083, VF2083	4'-phosphopantetheinyl transferase			I	NC_006840.2	2321451	2321831	minus	0		
312309	Vibrio fischeri ES114	3279576	0	live	acs	VF_2383, VF2383, VF2384	acetyl-CoA synthetase			I	NC_006840.2	2672512	2674461	plus	0		
312309	Vibrio fischeri ES114	3277897	0	live	add	VF_0093, VF0092, VF0093	adenosine deaminase			I	NC_006840.2	107132	108133	minus	0		
312309	Vibrio fischeri ES114	3278124	0	live	adhE	VF_0918, VF0918	bifunctional acetaldehyde-CoA dehydrogenase/iron-dependent alcohol dehydrogenase/pyruvate-formate lyase deactivase			I	NC_006840.2	1012473	1014974	plus	0		
312309	Vibrio fischeri ES114	3277435	0	live	adk	VF_0793, VF0793	adenylate kinase			I	NC_006840.2	867800	868444	plus	0		
312309	Vibrio fischeri ES114	3279180	0	live	ahpC	VF_1975, VF1975	alkyl hydroperoxide reductase			I	NC_006840.2	2208198	2208806	plus	0		
312309	Vibrio fischeri ES114	3278396	0	live	ainR	VF_1036, VF1036	autoinducer regulatory protein AinR			I	NC_006840.2	1140329	1142788	minus	0		
312309	Vibrio fischeri ES114	3278414	0	live	ainS	VF_1037, VF1037	C8-HSL autoinducer synthesis protein AinS			I	NC_006840.2	1142800	1143942	minus	0		
312309	Vibrio fischeri ES114	3277324	0	live	alaS	VF_0536, VF0536	alanyl-tRNA synthetase			I	NC_006840.2	578664	581243	plus	0		
312309	Vibrio fischeri ES114	3277989	0	live	ald	VF_0903, VF0903	alanine dehydrogenase			I	NC_006840.2	994968	996086	minus	0		
312309	Vibrio fischeri ES114	3278604	0	live	allD	VF_1252, VF1252	ureidoglycolate dehydrogenase			I	NC_006840.2	1392841	1393788	plus	0		
312309	Vibrio fischeri ES114	3277825	0	live	alr	VF_0302, VF0302	alanine racemase			I	NC_006840.2	310875	311957	plus	0		
312309	Vibrio fischeri ES114	3279501	0	live	amiB	VF_2326, VF2326	N-acetylmuramoyl-L-alanine amidase			I	NC_006840.2	2613696	2615426	minus	0		
312309	Vibrio fischeri ES114	3279301	0	live	ampD	VF_2183, VF2183	N-acetyl-anhydromuranmyl-L-alanine amidase			I	NC_006840.2	2454622	2455173	minus	0		
312309	Vibrio fischeri ES114	3279778	0	live	ampG	VF_0720, VF0720	muropeptide transporter AmpG			I	NC_006840.2	787211	788554	minus	0		
312309	Vibrio fischeri ES114	3279340	0	live	amtB	VF_2152, VF2152	ammonium transporter			I	NC_006840.2	2409535	2410764	minus	0		
312309	Vibrio fischeri ES114	3277654	0	live	ansA	VF_1644, VF1644	asparaginase			I	NC_006840.2	1850444	1851457	plus	0		
312309	Vibrio fischeri ES114	3278692	0	live	ansB	VF_1527, VF1527	L-asparaginase II			I	NC_006840.2	1709434	1710495	minus	0		
312309	Vibrio fischeri ES114	3278275	0	live	aox	VF_0578, VF0578	alternative oxidase 1			I	NC_006840.2	630355	630990	plus	0		
312309	Vibrio fischeri ES114	3277259	0	live	apaH	VF_0285, VF0285	diadenosine tetraphosphatase			I	NC_006840.2	289516	290331	minus	0		
312309	Vibrio fischeri ES114	3277855	0	live	apbE	VF_0732, VF0732	thiamine biosynthesis lipoprotein			I	NC_006840.2	797732	798766	plus	0		
312309	Vibrio fischeri ES114	3278935	0	live	apt	VF_1688, VF1688	adenine phosphoribosyltransferase			I	NC_006840.2	1900202	1900747	minus	0		
312309	Vibrio fischeri ES114	3278778	0	live	aqpZ	VF_1479, VF1479	aquaporin Z			I	NC_006840.2	1636658	1637344	minus	0		
312309	Vibrio fischeri ES114	3279242	0	live	arcA	VF_2120, VF2120	two-component response regulator			I	NC_006840.2	2356436	2357155	plus	0		
312309	Vibrio fischeri ES114	3279338	0	live	arcB	VF_2122, VF2122	aerobic respiration control sensor protein ArcB			I	NC_006840.2	2357687	2360053	minus	0		
312309	Vibrio fischeri ES114	3277126	0	live	argA	VF_0585, VF0585	N-acetylglutamate synthase			I	NC_006840.2	643099	644439	minus	0		
312309	Vibrio fischeri ES114	3279433	0	live	argB	VF_2305, VF2305	acetylglutamate kinase			I	NC_006840.2	2590094	2590876	minus	0		
312309	Vibrio fischeri ES114	3279414	0	live	argC	VF_2306, VF2306	N-acetyl-gamma-glutamyl-phosphate reductase			I	NC_006840.2	2590892	2591896	minus	0		
312309	Vibrio fischeri ES114	3279413	0	live	argD	VF_2284, VF2284	bifunctional N-succinyldiaminopimelate-aminotransferase/acetylornithine transaminase protein			I	NC_006840.2	2566482	2567696	minus	0		
312309	Vibrio fischeri ES114	3279490	0	live	argE	VF_2307, VF2307	acetylornithine deacetylase			I	NC_006840.2	2592105	2593241	plus	0		
312309	Vibrio fischeri ES114	3279445	0	live	argG	VF_2304, VF2304	argininosuccinate synthase			I	NC_006840.2	2588826	2590037	minus	0		
312309	Vibrio fischeri ES114	3279570	0	live	argH	VF_2303, VF2303	bifunctional argininosuccinate lyase/N-acetylglutamate synthase			I	NC_006840.2	2586654	2588528	minus	0		
312309	Vibrio fischeri ES114	3277308	0	live	argI	VF_0407, VF0407	ornithine carbamoyltransferase			I	NC_006840.2	435399	436403	minus	0		
312309	Vibrio fischeri ES114	3277927	0	live	argR	VF_0275, VF0275	arginine repressor ArgR			I	NC_006840.2	282360	282830	minus	0		
312309	Vibrio fischeri ES114	3277453	0	live	argS	VF_0839, VF0839	arginyl-tRNA synthetase			I	NC_006840.2	925737	927470	minus	0		
312309	Vibrio fischeri ES114	3278884	0	live	argT	VF_1587, VF1587	lysine/arginine/ornithine transporter subunit			I	NC_006840.2	1777668	1778444	minus	0		
312309	Vibrio fischeri ES114	3278976	0	live	aroA	VF_1761, VF1761	3-phosphoshikimate 1-carboxyvinyltransferase			I	NC_006840.2	1987504	1988784	minus	0		
312309	Vibrio fischeri ES114	3279435	0	live	aroB	VF_2291, VF2291	3-dehydroquinate synthase			I	NC_006840.2	2573783	2574871	minus	0		
312309	Vibrio fischeri ES114	3278946	0	live	aroC	VF_1805, VF1805	chorismate synthase			I	NC_006840.2	2035926	2037011	minus	0		
312309	Vibrio fischeri ES114	3279731	0	live	aroE	VF_2535, VF2535	shikimate 5-dehydrogenase			I	NC_006840.2	2856601	2857410	minus	0		
312309	Vibrio fischeri ES114	3278898	0	live	aroF	VF_0553, VF0553	phospho-2-dehydro-3-deoxyheptonate aldolase			I	NC_006840.2	600707	601780	plus	0		
312309	Vibrio fischeri ES114	3277580	0	live	aroH	VF_1241, VF1241	3-deoxy-7-phosphoheptulonate synthase			I	NC_006840.2	1380359	1381411	minus	0		
312309	Vibrio fischeri ES114	3279489	0	live	aroK	VF_2292, VF2292	shikimate kinase I			I	NC_006840.2	2574908	2575426	minus	0		
312309	Vibrio fischeri ES114	3279578	0	live	arsR	VF_2361, VF2361	DNA-binding transcriptional repressor			I	NC_006840.2	2649539	2649868	minus	0		
312309	Vibrio fischeri ES114	3277857	0	live	ascG	VF_0608, VF0608	LacI family DNA-binding transcriptional repressor			I	NC_006840.2	666974	667978	plus	0		
312309	Vibrio fischeri ES114	3277661	0	live	asd	VF_1645, VF1645	aspartate-semialdehyde dehydrogenase			I	NC_006840.2	1851538	1852653	minus	0		
312309	Vibrio fischeri ES114	3278751	0	live	aslA	VF_1427, VF1427	acrylsulfatase-like protein			I	NC_006840.2	1580479	1582026	minus	0		
312309	Vibrio fischeri ES114	3279746	0	live	asmA	VF_1751, VF1751	assembly protein			I	NC_006840.2	1975699	1977834	minus	0		
312309	Vibrio fischeri ES114	3278364	0	live	asnB	VF_0804, VF0804	asparagine synthetase B			I	NC_006840.2	881139	882806	minus	0		
312309	Vibrio fischeri ES114	3278552	0	live	asnC	VF_1159, VF1159	asparaginyl-tRNA synthetase			I	NC_006840.2	1285182	1286582	minus	0		
312309	Vibrio fischeri ES114	3277143	0	live	asnC	VF_0081, VF0081	DNA-binding transcriptional regulator AsnC			I	NC_006840.2	95145	95606	minus	0		
312309	Vibrio fischeri ES114	3279617	0	live	aspA	VF_2353, VF2353	aspartate ammonia-lyase			I	NC_006840.2	2640236	2641687	plus	0		
312309	Vibrio fischeri ES114	3278794	0	live	aspC	VF_1488, VF1488	aromatic amino acid aminotransferase			I	NC_006840.2	1647001	1648200	plus	0		
312309	Vibrio fischeri ES114	3277979	0	live	aspS	VF_0949, VF0949	aspartyl-tRNA synthetase			I	NC_006840.2	1044375	1046150	plus	0		
312309	Vibrio fischeri ES114	3279467	0	live	astA	VF_2283, VF2283	arginine succinyltransferase			I	NC_006840.2	2565398	2566414	minus	0		
312309	Vibrio fischeri ES114	3278335	0	live	astD	VF_2282, VF2282	succinylglutamic semialdehyde dehydrogenase			I	NC_006840.2	2563928	2565385	minus	0		
312309	Vibrio fischeri ES114	3278535	0	live	astE	VF_1238, VF1238	succinylglutamate desuccinylase			I	NC_006840.2	1376903	1377895	plus	0		
312309	Vibrio fischeri ES114	3279693	0	live	atpA	VF_2566, VF2566	ATP synthase F0F1 subunit alpha			I	NC_006840.2	2888866	2890407	minus	0		
312309	Vibrio fischeri ES114	3279741	0	live	atpB	VF_2570, VF2570	ATP synthase F0F1 subunit A			I	NC_006840.2	2891813	2892625	minus	0		
312309	Vibrio fischeri ES114	3279739	0	live	atpC	VF_2563, VF2563	ATP synthase F0F1 subunit epsilon			I	NC_006840.2	2886076	2886498	minus	0		
312309	Vibrio fischeri ES114	3279742	0	live	atpD	VF_2564, VF2564	ATP synthase F0F1 subunit beta			I	NC_006840.2	2886517	2887920	minus	0		
312309	Vibrio fischeri ES114	3279735	0	live	atpE	VF_2569, VF2569	ATP synthase F0F1 subunit C			I	NC_006840.2	2891498	2891755	minus	0		
312309	Vibrio fischeri ES114	3279734	0	live	atpF	VF_2568, VF2568	ATP synthase F0F1 subunit B			I	NC_006840.2	2890972	2891436	minus	0		
312309	Vibrio fischeri ES114	3279716	0	live	atpG	VF_2565, VF2565	ATP synthase F0F1 subunit gamma			I	NC_006840.2	2887954	2888820	minus	0		
312309	Vibrio fischeri ES114	3279730	0	live	atpH	VF_2567, VF2567	ATP synthase F0F1 subunit delta			I	NC_006840.2	2890421	2890954	minus	0		
312309	Vibrio fischeri ES114	3279738	0	live	atpI	VF_2571, VF2571	F0F1 ATP synthase subunit I			I	NC_006840.2	2892634	2893023	minus	0		
312309	Vibrio fischeri ES114	3279834	0	live	avtA	VF_0014, VF0014	valine--pyruvate transaminase			I	NC_006840.2	14539	15786	minus	0		
312309	Vibrio fischeri ES114	3279448	0	live	bacA	VF_2245, VF2245	undecaprenyl pyrophosphate phosphatase			I	NC_006840.2	2522023	2522826	minus	0		
312309	Vibrio fischeri ES114	3277603	0	live	bax	VF_1313, VF1313	hypothetical protein			I	NC_006840.2	1461542	1462276	minus	0		
312309	Vibrio fischeri ES114	3279168	0	live	bcp	VF_1920, VF1920	thioredoxin-dependent thiol peroxidase			I	NC_006840.2	2149194	2149664	plus	0		
312309	Vibrio fischeri ES114	3277478	0	live	bcr	VF_0881, VF0881	bicyclomycin/multidrug efflux system protein			I	NC_006840.2	966621	967826	plus	0		
312309	Vibrio fischeri ES114	3277770	0	live	betT	VF_2515, VF2515	choline transporter of high affinity			I	NC_006840.2	2819542	2821122	minus	0		
312309	Vibrio fischeri ES114	3278047	0	live	bglA	VF_0605, VF0605	6-phospho-beta-glucosidase			I	NC_006840.2	664198	665607	plus	0		
312309	Vibrio fischeri ES114	3278004	0	live	bioH	VF_0118, VF0118	carboxylesterase of pimeloyl-CoA synthesis			I	NC_006840.2	136909	137682	plus	0		
312309	Vibrio fischeri ES114	3279556	0	live	birA	VF_2425, VF2425	biotin--protein ligase			I	NC_006840.2	2710682	2711638	minus	0		
312309	Vibrio fischeri ES114	3277889	0	live	bolA	VF_0724, VF0724	regulator of penicillin binding proteins and beta lactamase transcription (morphogene)			I	NC_006840.2	791029	791343	plus	0		
312309	Vibrio fischeri ES114	3278084	0	live	brnQ	VF_0446, VF0446	branched chain amino acid ABC transporter			I	NC_006840.2	475331	476644	plus	0		
312309	Vibrio fischeri ES114	3277749	0	live	btuB	VF_2435, VF2435	vitamin B12/cobalamin outer membrane transporter			I	NC_006840.2	2734183	2736030	minus	0		
312309	Vibrio fischeri ES114	3278570	0	live	btuR	VF_1750, VF1750	cob(I)yrinic acid a,c-diamide adenosyltransferase			I	NC_006840.2	1975022	1975627	plus	0		
312309	Vibrio fischeri ES114	3277712	0	live	cadA	VF_2057, VF2057	lysine decarboxylase 1			I	NC_006840.2	2289343	2291481	minus	0		
312309	Vibrio fischeri ES114	3279306	0	live	cadB	VF_2058, VF2058	lysine/cadaverine antiporter			I	NC_006840.2	2291602	2292936	minus	0		
312309	Vibrio fischeri ES114	3277714	0	live	cadC	VF_2060, VF2060	DNA-binding transcriptional activator CadC			I	NC_006840.2	2295157	2296782	minus	0		
312309	Vibrio fischeri ES114	3277731	0	live	can	VF_2174, VF2174	carbonic anhydrase			I	NC_006840.2	2444045	2444728	plus	0		
312309	Vibrio fischeri ES114	3277322	0	live	carA	VF_0472, VF0472	carbamoyl phosphate synthase small subunit			I	NC_006840.2	504726	505883	plus	0		
312309	Vibrio fischeri ES114	3278256	0	live	carB	VF_0473, VF0473	carbamoyl phosphate synthase large subunit			I	NC_006840.2	505901	509131	plus	0		
312309	Vibrio fischeri ES114	3278424	0	live	cca	VF_2244, VF2244	multifunctional tRNA nucleotidyl transferase/2'3'-cyclic phosphodiesterase/2'nucleotidase/phosphatase			I	NC_006840.2	2520537	2521760	plus	0		
312309	Vibrio fischeri ES114	3279066	0	live	ccmA	VF_1824, VF1824	cytochrome c biogenesis protein CcmA			I	NC_006840.2	2058264	2058878	minus	0		
312309	Vibrio fischeri ES114	3279047	0	live	ccmB	VF_1823, VF1823	heme exporter subunit B			I	NC_006840.2	2057595	2058263	minus	0		
312309	Vibrio fischeri ES114	3279098	0	live	ccmC	VF_1822, VF1822	heme exporter subunit C			I	NC_006840.2	2056799	2057551	minus	0		
312309	Vibrio fischeri ES114	3279035	0	live	ccmD	VF_1821, VF1821	heme exporter protein D			I	NC_006840.2	2056569	2056775	minus	0		
312309	Vibrio fischeri ES114	3279019	0	live	ccmE	VF_1820, VF1820	cytochrome c-type biogenesis protein CcmE			I	NC_006840.2	2056087	2056572	minus	0		
312309	Vibrio fischeri ES114	3279074	0	live	ccmF	VF_1819, VF1819	heme lyase, CcmF subunit			I	NC_006840.2	2054132	2056090	minus	0		
312309	Vibrio fischeri ES114	3279081	0	live	ccmG	VF_1818, VF1818	periplasmic thioredoxin of cytochrome c-type biogenesis			I	NC_006840.2	2053577	2054128	minus	0		
312309	Vibrio fischeri ES114	3279006	0	live	ccmH	VF_1817, VF1817	cytochrome c-type biogenesis protein CcmH			I	NC_006840.2	2053062	2053577	minus	0		
312309	Vibrio fischeri ES114	3277685	0	live	ccmI	VF_1816, VF1816	cytochrome c-type biogenesis protein CcmI			I	NC_006840.2	2051848	2053065	minus	0		
312309	Vibrio fischeri ES114	3278605	0	live	ccoN	VF_1299, VF1299	cbb3-type cytochrome c oxidase subunit I			I	NC_006840.2	1450804	1452234	plus	0		
312309	Vibrio fischeri ES114	3278658	0	live	ccoO	VF_1300, VF1300	cbb3-type cytochrome c oxidase subunit II			I	NC_006840.2	1452247	1452858	plus	0		
312309	Vibrio fischeri ES114	3278649	0	live	ccoP	VF_1302, VF1302	cytochrome c oxidase, cbb3-type subunit III			I	NC_006840.2	1453051	1454022	plus	0		
312309	Vibrio fischeri ES114	3278694	0	live	ccoQ	VF_1301, VF1301	cytochrome oxidase component FixQ			I	NC_006840.2	1452869	1453054	plus	0		
312309	Vibrio fischeri ES114	3278595	0	live	ccoS	VF_1306, VF1306	cbb3-type cytochrome oxidase maturation protein			I	NC_006840.2	1456974	1457150	plus	0		
312309	Vibrio fischeri ES114	3279351	0	live	cdaR	VF_2155, VF2155	DNA-binding transcriptional activator			I	NC_006840.2	2411794	2412939	plus	0		
312309	Vibrio fischeri ES114	3277632	0	live	cdd	VF_1485, VF1485	cytidine deaminase			I	NC_006840.2	1643290	1644183	plus	0		
312309	Vibrio fischeri ES114	3279157	0	live	cdsA	VF_1957, VF1957	CDP-diglyceride synthase			I	NC_006840.2	2187800	2188579	minus	0		
312309	Vibrio fischeri ES114	3278667	0	live	chbG	VF_1341, VF1341	hypothetical protein			I	NC_006840.2	1486804	1487565	plus	0		
312309	Vibrio fischeri ES114	3279100	0	live	cheA	VF_1831, VF1831	chemotactic sensory histidine kinase CheA, in two-component regulatory system with CheB and CheY			I	NC_006840.2	2063122	2065329	minus	0		
312309	Vibrio fischeri ES114	3279059	0	live	cheB	VF_1830, VF1830	chemotaxis-specific methylesterase			I	NC_006840.2	2061976	2063106	minus	0		
312309	Vibrio fischeri ES114	3279136	0	live	cheR	VF_1878, VF1878	chemotaxis regulator, protein-glutamate methyltransferase, CheR			I	NC_006840.2	2112208	2113035	minus	0		
312309	Vibrio fischeri ES114	3279106	0	live	cheV1	VF_1879, VF1879	chemotaxis protein CheW			I	NC_006840.2	2113119	2114039	minus	0		
312309	Vibrio fischeri ES114	3279120	0	live	cheW	VF_1826, VF1826	chemotaxis coupling protein CheW			I	NC_006840.2	2059619	2060113	minus	0		
312309	Vibrio fischeri ES114	3277257	0	live	cheX	VF_0305, VF0305	chemotaxis CheY-phosphatase CheX			I	NC_006840.2	315198	315659	minus	0		
312309	Vibrio fischeri ES114	3279070	0	live	cheY	VF_1833, VF1833	chemotaxis regulator CheY, transmits signal to flagellar motor component			I	NC_006840.2	2066087	2066455	minus	0		
312309	Vibrio fischeri ES114	3279102	0	live	cheZ	VF_1832, VF1832	chemotaxis regulator CheZ, protein phosphatase for CheY			I	NC_006840.2	2065339	2066055	minus	0		
312309	Vibrio fischeri ES114	3277358	0	live	chiA	VF_0655, VF0655	endochitinase			I	NC_006840.2	718381	720921	minus	0		
312309	Vibrio fischeri ES114	3279194	0	live	chiP	VF_1889, VF1889	chitoporin ChiP			I	NC_006840.2	2122998	2124050	minus	0		
312309	Vibrio fischeri ES114	3279287	0	live	chiS	VF_2138, VF2138	chitin sensor histidine kinase ChiS			I	NC_006840.2	2387189	2390569	plus	0		
312309	Vibrio fischeri ES114	6175860	0	live	cinA	VF_2591	CinA-like protein			I	NC_006840.2	576737	577234	plus	0		
312309	Vibrio fischeri ES114	3279104	0	live	clcA	VF_1798, VF1798	chloride channel protein			I	NC_006840.2	2030291	2031697	minus	0		
312309	Vibrio fischeri ES114	3278930	0	live	clpA	VF_1765, VF1765	ATP-dependent Clp protease ATP-binding subunit			I	NC_006840.2	1990810	1993062	minus	0		
312309	Vibrio fischeri ES114	3278205	0	live	clpB	VF_0566, VF0566	protein disaggregation chaperone			I	NC_006840.2	614013	616598	plus	0		
312309	Vibrio fischeri ES114	3277448	0	live	clpP	VF_0796, VF0796	ATP-dependent Clp protease proteolytic subunit			I	NC_006840.2	871244	871867	plus	0		
312309	Vibrio fischeri ES114	3279051	0	live	clpS	VF_1766, VF1766	ATP-dependent Clp protease adaptor protein ClpS			I	NC_006840.2	1993105	1993425	minus	0		
312309	Vibrio fischeri ES114	3277446	0	live	clpX	VF_0797, VF0797	ATP-dependent protease ATP-binding subunit ClpX			I	NC_006840.2	871954	873240	plus	0		
312309	Vibrio fischeri ES114	3278652	0	live	cls	VF_1606, VF1606	cardiolipin synthetase			I	NC_006840.2	1802048	1803502	plus	0		
312309	Vibrio fischeri ES114	3278977	0	live	cmk	VF_1760, VF1760	cytidylate kinase			I	NC_006840.2	1986671	1987345	minus	0		
312309	Vibrio fischeri ES114	3277497	0	live	cmoB	VF_0947, VF0947	S-adenosyl-L-methionine-dependent methyltransferase			I	NC_006840.2	1042249	1043223	minus	0		
312309	Vibrio fischeri ES114	3279514	0	live	coaA	VF_2424, VF2424	pantothenate kinase			I	NC_006840.2	2709741	2710664	plus	0		
312309	Vibrio fischeri ES114	3277152	0	live	coaD	VF_0132, VF0132	phosphopantetheine adenylyltransferase			I	NC_006840.2	149887	150375	minus	0		
312309	Vibrio fischeri ES114	3279516	0	live	coaE	VF_2189, VF2189	dephospho-CoA kinase			I	NC_006840.2	2460862	2461410	plus	0		
312309	Vibrio fischeri ES114	3277887	0	live	cobA	VF_0773, VF0773	uroporphyrin-III C-methyltransferase			I	NC_006840.2	842477	843253	minus	0		
312309	Vibrio fischeri ES114	3278670	0	live	cobB	VF_1320, VF1320	NAD-dependent deacetylase			I	NC_006840.2	1468630	1469343	minus	0		
312309	Vibrio fischeri ES114	3278291	0	live	codA	VF_0531, VF0531	cytosine deaminase			I	NC_006840.2	568710	569987	minus	0		
312309	Vibrio fischeri ES114	3277325	0	live	codB	VF_0532, VF0532	cytosine permease			I	NC_006840.2	569999	571240	minus	0		
312309	Vibrio fischeri ES114	3277440	0	live	comE	VF_0801, VF0801	competence protein ComE			I	NC_006840.2	878420	878722	plus	0		
312309	Vibrio fischeri ES114	3277429	0	live	copA	VF_0781, VF0781	copper transporter			I	NC_006840.2	853269	855950	minus	0		
312309	Vibrio fischeri ES114	3277803	0	live	copG	VF_0780, VF0780	copper amine oxidase N-terminal protein			I	NC_006840.2	852729	853166	minus	0		
312309	Vibrio fischeri ES114	3278085	0	live	corB	VF_0546, VF0546	magnesium and cobalt efflux protein CorB			I	NC_006840.2	594535	595839	minus	0		
312309	Vibrio fischeri ES114	3279397	0	live	cpdA	VF_2230, VF2230	cyclic 3',5'-adenosine monophosphate phosphodiesterase			I	NC_006840.2	2502887	2503711	minus	0		
312309	Vibrio fischeri ES114	3277265	0	live	cpdB	VF_0319, VF0319	2',3'-cyclic-nucleotide 2'-phosphodiesterase			I	NC_006840.2	327130	329112	minus	0		
312309	Vibrio fischeri ES114	3278528	0	live	cpdP	VF_1256, VF1256	3',5'-cyclic-nucleotide phosphodiesterase			I	NC_006840.2	1397914	1398906	plus	0		
312309	Vibrio fischeri ES114	3279554	0	live	cpxA	VF_2344, VF2344	two-component sensor protein			I	NC_006840.2	2632691	2634079	plus	0		
312309	Vibrio fischeri ES114	3279579	0	live	cpxP	VF_2342, VF2342	periplasmic protein CpxP, modulator of CpxAR signaling			I	NC_006840.2	2631307	2631591	minus	0		
312309	Vibrio fischeri ES114	3279601	0	live	cpxR	VF_2343, VF2343	DNA-binding response regulator in two-component regulatory system with CpxA			I	NC_006840.2	2632004	2632687	plus	0		
312309	Vibrio fischeri ES114	3279432	0	live	crp	VF_2280, VF2280	cAMP-regulatory protein			I	NC_006840.2	2562415	2563047	plus	0		
312309	Vibrio fischeri ES114	3278922	0	live	crr	VF_1897, VF1897	PTS system glucose-specific transporter			I	NC_006840.2	2132246	2132755	plus	0		
312309	Vibrio fischeri ES114	3278119	0	live	csdA	VF_0590, VF0590	cysteine sulfinate desulfinase			I	NC_006840.2	647700	648932	minus	0		
312309	Vibrio fischeri ES114	3277962	0	live	csdE	VF_0589, VF0589	Fe-S metabolism protein			I	NC_006840.2	647251	647676	minus	0		
312309	Vibrio fischeri ES114	3279562	0	live	csgA	VF_2410, VF2410	major curlin subunit CsgA			I	NC_006840.2	2694749	2695693	plus	0		
312309	Vibrio fischeri ES114	3279480	0	live	csgB	VF_2409, VF2409	minor curlin subunit, nucleator CsgB			I	NC_006840.2	2694155	2694724	plus	0		
312309	Vibrio fischeri ES114	3279353	0	live	csgE	VF_2407, VF2407	curli production assembly/transport component CsgE			I	NC_006840.2	2692806	2693258	minus	0		
312309	Vibrio fischeri ES114	3279411	0	live	csgF	VF_2406, VF2406	curli assembly protein CsgF			I	NC_006840.2	2692395	2692796	minus	0		
312309	Vibrio fischeri ES114	3279431	0	live	csgG	VF_2405, VF2405	curli production assembly/transport outer membrane lipoprotein component CsgG			I	NC_006840.2	2691537	2692373	minus	0		
312309	Vibrio fischeri ES114	3279390	0	live	csiR	VF_2259, VF2259	DNA-binding transcriptional regulator			I	NC_006840.2	2535525	2536187	plus	0		
312309	Vibrio fischeri ES114	3279041	0	live	cspD	VF_1767, VF1767	DNA replication inhibitor			I	NC_006840.2	1993824	1994045	plus	0		
312309	Vibrio fischeri ES114	3278115	0	live	csrA	VF_0538, VF0538	carbon storage regulator			I	NC_006840.2	582507	582704	plus	0		
312309	Vibrio fischeri ES114	6175835	0	live	csrB1	VF_2593	miscRNA			I	NC_006840.2	661821	662236	plus	0		
312309	Vibrio fischeri ES114	6175868	0	live	csrB2	VF_2577	miscRNA			I	NC_006840.2	58177	58596	plus	0		
312309	Vibrio fischeri ES114	3277808	0	live	csrD	VF_0355, VF0355	regulatory protein CsrD			I	NC_006840.2	386002	387981	plus	0		
312309	Vibrio fischeri ES114	3277560	0	live	cstA	VF_1147, VF1147	peptide transporter induced by carbon starvation			I	NC_006840.2	1272010	1273476	minus	0		
